Table 1: Cumulative Number of Cases Tested Positive for COVID-19 - as reported on that date on SG website,,,,,,,,,,,,,,,,,,,,,
"(asterisk * denotes less than 5, for disclosure reasons).",,,,,,,,,,,,,,,,,,,,,
Date notified,NHS Ayrshire & Arran,NHS Borders,NHS Dumfries & Galloway,NHS Fife,NHS Forth Valley,NHS Grampian,NHS Greater Glasgow & Clyde,NHS Highland,NHS Lanarkshire,NHS Lothian,NHS Orkney,NHS Shetland,NHS Tayside,NHS Western Isles,Scotland,,,,,,
10/04/2021," 16,690 "," 2,877 "," 4,140 "," 11,072 "," 12,378 "," 14,622 "," 68,679 "," 5,031 "," 40,304 "," 30,897 ", 71 , 232 ," 14,425 ", 294 ," 221,712 ",,,,,,
11/04/2021," 16,702 "," 2,877 "," 4,141 "," 11,093 "," 12,397 "," 14,636 "," 68,752 "," 5,041 "," 40,360 "," 30,923 ", 71 , 233 ," 14,442 ", 294 ," 221,962 ",,,,,,
12/04/2021," 16,712 "," 2,877 "," 4,142 "," 11,114 "," 12,407 "," 14,649 "," 68,819 "," 5,050 "," 40,388 "," 30,951 ", 71 , 233 ," 14,454 ", 294 ," 222,161 ",,,,,,
13/04/2021," 16,714 "," 2,877 "," 4,142 "," 11,130 "," 12,416 "," 14,666 "," 68,914 "," 5,051 "," 40,439 "," 30,972 ", 71 , 235 ," 14,461 ", 294 ," 222,382 ",,,,,,
14/04/2021," 16,724 "," 2,878 "," 4,143 "," 11,172 "," 12,433 "," 14,689 "," 68,999 "," 5,060 "," 40,484 "," 31,001 ", 71 , 235 ," 14,477 ", 294 ," 222,660 ",,,,,,
15/04/2021," 16,729 "," 2,879 "," 4,143 "," 11,187 "," 12,447 "," 14,707 "," 69,087 "," 5,072 "," 40,523 "," 31,028 ", 71 , 235 ," 14,495 ", 294 ," 222,897 ",,,,,,
16/04/2021," 16,758 "," 2,882 "," 4,145 "," 11,208 "," 12,475 "," 14,732 "," 69,204 "," 5,082 "," 40,603 "," 31,060 ", 71 , 235 ," 14,512 ", 294 ," 223,261 ",,Please see note C18 on the notes page.,,,,
17/04/2021," 16,775 "," 2,882 "," 4,146 "," 11,220 "," 12,489 "," 14,755 "," 69,258 "," 5,087 "," 40,652 "," 31,082 ", 71 , 235 ," 14,525 ", 294 ," 223,471 ",,,,,,
18/04/2021," 16,789 "," 2,883 "," 4,146 "," 11,230 "," 12,500 "," 14,773 "," 69,318 "," 5,089 "," 40,710 "," 31,108 ", 71 , 235 ," 14,536 ", 294 ," 223,682 ",,,,,,
19/04/2021," 16,810 "," 2,883 "," 4,147 "," 11,239 "," 12,514 "," 14,791 "," 69,376 "," 5,093 "," 40,766 "," 31,138 ", 71 , 235 ," 14,557 ", 294 ," 223,914 ",,,,,,
20/04/2021," 16,826 "," 2,883 "," 4,147 "," 11,249 "," 12,521 "," 14,814 "," 69,421 "," 5,096 "," 40,795 "," 31,167 ", 71 , 235 ," 14,573 ", 294 ," 224,092 ",,,,,,
21/04/2021," 16,851 "," 2,883 "," 4,149 "," 11,273 "," 12,543 "," 14,833 "," 69,489 "," 5,099 "," 40,855 "," 31,204 ", 71 , 235 ," 14,586 ", 294 ," 224,365 ",,,,,,
22/04/2021," 16,879 "," 2,883 "," 4,152 "," 11,290 "," 12,553 "," 14,854 "," 69,553 "," 5,101 "," 40,897 "," 31,238 ", 71 , 235 ," 14,596 ", 294 ," 224,596 ",,,,,,
23/04/2021," 16,905 "," 2,883 "," 4,158 "," 11,314 "," 12,565 "," 14,864 "," 69,627 "," 5,108 "," 40,950 "," 31,265 ", 72 , 235 ," 14,611 ", 294 ," 224,851 ",,,,,,
24/04/2021," 16,914 "," 2,883 "," 4,168 "," 11,333 "," 12,575 "," 14,877 "," 69,660 "," 5,109 "," 40,979 "," 31,297 ", 73 , 235 ," 14,631 ", 294 ," 225,028 ",,Please see note C19 on the notes page.,,,,
25/04/2021," 16,932 "," 2,884 "," 4,170 "," 11,343 "," 12,582 "," 14,886 "," 69,726 "," 5,112 "," 41,008 "," 31,320 ", 73 , 235 ," 14,639 ", 294 ," 225,204 ",,Please see note C19 on the notes page.,,,,
26/04/2021," 16,941 "," 2,884 "," 4,173 "," 11,361 "," 12,589 "," 14,896 "," 69,757 "," 5,117 "," 41,034 "," 31,342 ", 73 , 235 ," 14,650 ", 294 ," 225,346 ",,Please see note C19 on the notes page.,,,,
27/04/2021," 16,950 "," 2,884 "," 4,175 "," 11,377 "," 12,593 "," 14,909 "," 69,806 "," 5,119 "," 41,051 "," 31,356 ", 72 , 235 ," 14,658 ", 294 ," 225,479 ",,Please see note C19 on the notes page.,,,,
28/04/2021," 16,967 "," 2,886 "," 4,178 "," 11,396 "," 12,602 "," 14,935 "," 69,861 "," 5,121 "," 41,076 "," 31,390 ", 72 , 235 ," 14,670 ", 294 ," 225,683 ",,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
